cueX,cueZ,aimDz,speed,a,b,trials,legal,gold
0.15000,0.30000,-0.00857,14.000,-0.00857,-0.00857,50,37,0
0.15000,0.30000,-0.00857,14.000,-0.00857,0.00000,50,31,0
0.15000,0.30000,-0.00857,14.000,-0.00857,0.00857,50,42,0
0.15000,0.30000,-0.00857,14.000,0.00000,-0.00857,50,37,0
0.15000,0.30000,-0.00857,14.000,0.00000,0.00000,50,30,3
0.15000,0.30000,-0.00857,14.000,0.00000,0.00857,50,31,1
0.15000,0.30000,-0.00857,14.000,0.00857,-0.00857,50,28,0
0.15000,0.30000,-0.00857,14.000,0.00857,0.00000,50,22,1
0.15000,0.30000,-0.00857,14.000,0.00857,0.00857,50,24,0
0.15000,0.30000,0.00000,8.000,-0.00857,-0.00857,50,40,1
0.15000,0.30000,0.00000,8.000,-0.00857,0.00000,50,39,1
0.15000,0.30000,0.00000,8.000,-0.00857,0.00857,50,41,0
0.15000,0.30000,0.00000,8.000,0.00000,-0.00857,50,42,0
0.15000,0.30000,0.00000,8.000,0.00000,0.00000,50,47,0
0.15000,0.30000,0.00000,8.000,0.00000,0.00857,50,48,1
0.15000,0.30000,0.00000,8.000,0.00857,-0.00857,50,38,0
0.15000,0.30000,0.00000,8.000,0.00857,0.00000,50,37,0
0.15000,0.30000,0.00000,8.000,0.00857,0.00857,50,41,0
0.15000,0.30000,0.00000,11.000,-0.00857,-0.00857,50,34,0
0.15000,0.30000,0.00000,11.000,-0.00857,0.00000,50,35,1
0.15000,0.30000,0.00000,11.000,-0.00857,0.00857,50,36,1
0.15000,0.30000,0.00000,11.000,0.00000,-0.00857,50,45,0
0.15000,0.30000,0.00000,11.000,0.00000,0.00000,50,44,1
0.15000,0.30000,0.00000,11.000,0.00000,0.00857,50,41,1
0.15000,0.30000,0.00000,11.000,0.00857,-0.00857,50,31,0
0.15000,0.30000,0.00000,11.000,0.00857,0.00000,50,31,0
0.15000,0.30000,0.00000,11.000,0.00857,0.00857,50,37,1
0.15000,0.30000,0.00000,14.000,-0.00857,-0.00857,50,39,1
0.15000,0.30000,0.00000,14.000,-0.00857,0.00000,50,27,1
0.15000,0.30000,0.00000,14.000,-0.00857,0.00857,50,34,1
